Food Name,Glycemic Index,Calories,Carbohydrates,Protein,Fat,Suitable for Diabetes,Suitable for Blood Pressure,Sodium Content,Potassium Content,Magnesium Content,Calcium Content,Fiber Content
Greek Salad,45,116,20.4,8.43,0.6,1,1,8,237,10,23,3.1
Barley,59,320,30.0,18.45,18.0,1,1,620,400,30,20,3.0
Tomatoes,15,18,3.9,0.9,0.2,1,1,5,237,11,10,1.2
Cabbage,15,25,6.0,1.0,0.2,1,1,8,229,14,9,3.0
Banana,85,180,32.0,7.0,2.7,1,1,422,200,30,40,2.0
Quinoa Pasta,53,121,21.3,4.2,2.2,1,1,3,119,38,16,3.4
Apple,70,41,9.6,0.9,0.2,1,1,69,337,12,33,2.8
Vegetable Curry,35,36,5.8,1.0,2.7,1,1,600,192,33,15,0.9
Pineapple,66,50,13.0,0.5,0.1,1,1,1,180,10,13,1.4
Oranges,40,43,9.0,0.9,0.1,1,1,0,181,10,16,2.0
Eggplant,15,239,10.2,7.69,17.0,1,1,349,460,22,117,3.0
Shakshuka,0,614,21.7,27.52,90.7,1,1,0,749,268,263,8.5
Mango Juice,0,120,0.0,3.98,13.5,1,1,0,0,0,0,0.0
Palak Paneer,0,258,10.0,28.0,13.0,1,1,620,370,34,40,3.0
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,7,144,0.0
Baba Ganoush,55,320,45.0,8.0,10.0,1,1,680,350,30,54,4.0
Mango Pickle,40,160,33.1,1.0,5.0,1,1,439,140,30,30,2.0
Kibbeh,49,220,25.0,5.0,12.0,1,1,380,200,20,44,6.0
Laban,0,89,10.0,2.0,3.0,1,1,179,220,10,27,0.5
Veg Cutlet,37,57,10.0,1.0,1.0,1,1,5,77,20,9,2.0
Bell Peppers,15,18,3.4,0.7,0.2,1,1,5,237,11,10,1.2
Bell Pepper,15,47,10.5,3.4,0.7,1,1,94,452,17,36,8.0
Arayes,50,380,30.0,5.0,18.0,1,0,199,100,10,92,2.0
Orange,40,61,15.4,1.2,0.2,1,1,0,237,10,52,3.1
Chole Bhature,83,450,55.0,10.0,18.55,1,1,719,530,35,100,2.0
Olive Oil,0,884,0.0,15.2,65.75,1,1,16,0,0,1,0.0
Zucchini,15,17,3.1,1.2,0.2,1,1,8,247,18,16,1.0
Tandoori Chicken,0,290,5.0,29.0,15.0,1,1,620,328,30,49,1.0
Kidney Beans,24,126,22.8,8.7,0.8,1,1,3,406,28,35,6.5
Baba Ganoush,59,320,45.0,8.0,12.0,1,1,429,140,25,119,6.5
Salmon,0,49,9.0,4.3,0.9,1,1,38,491,31,150,3.3
Aloo Gobi,34,43,10.0,3.3,2.7,1,1,682,233,60,22,2.8
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,38,141,12,117,0.0
Broccoli,15,55,11.2,3.3,0.6,1,1,33,316,21,21,3.3
Chicken Curry,0,165,10.0,2.0,3.6,1,1,439,300,28,35,0.5
Medu Vada,0,280,2.2,18.0,18.55,1,1,480,420,33,35,0.0
Caprese Salad,10,41,9.3,1.1,0.3,1,1,8,146,9,23,1.7
Cucumber,15,16,3.6,0.7,0.2,1,1,2,147,12,16,0.5
Strawberries,40,29,7.0,0.7,0.3,1,1,1,153,12,16,2.0
Chicken Curry,0,616,21.6,21.2,87.4,1,1,800,550,59,268,3.0
Quinoa Pasta,39,52,14.0,0.3,0.2,1,1,1,107,5,6,2.4
Matar Paneer,20,260,20.0,30.0,13.0,1,1,620,420,34,40,3.0
Almonds,0,250,0.0,9.3,17.0,1,1,73,485,22,11,0.0
Tuna,0,116,0.0,26.0,0.9,1,1,35,333,22,9,0.0
Whole Wheat Pasta,37,124,25.7,4.5,0.8,1,1,3,118,37,14,4.2
Lettuce,10,5,0.9,0.5,0.1,1,1,5,45,8,13,0.5
Pork Tenderloin,0,143,0.0,30.0,3.0,1,1,50,437,35,9,0.0
Mansaf,65,280,50.0,5.0,6.0,1,1,540,190,25,25,3.0
Celery,15,16,3.5,0.6,0.2,1,1,79,260,11,36,1.6
Mango,55,150,26.3,4.0,88.25,1,1,370,320,36,15,2.0
Salmon,0,654,13.7,16.83,89.07,1,1,18,705,157,98,15.7
Fish Curry,0,280,10.0,12.0,21.0,1,1,620,380,28,400,4.0
Mushrooms,70,238,35.0,7.7,10.0,1,1,191,154,20,119,1.0
Vegetable Curry,35,180,30.0,6.0,5.0,1,1,480,520,25,152,2.1
Brown Bread,89,320,55.0,12.0,5.0,1,1,449,125,25,80,6.7
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Brown Rice,15,25,5.3,2.0,0.3,1,1,30,320,15,15,2.0
Strawberries,40,32,7.7,0.7,0.3,1,1,1,153,12,16,2.0
Chia Seeds,0,485,44.4,16.5,49.26,1,1,2,407,360,423,
Labneh Manakish,0,280,15.0,9.0,21.0,1,1,318,250,22,390,2.0
Banana,85,39,10.0,0.9,0.2,1,1,69,200,10,20,2.8
Barley,59,320,30.0,5.0,18.0,1,0,199,100,15,92,2.0
Oranges,45,43,9.6,0.9,0.4,1,1,69,320,12,33,2.8
Oats,55,153,35.0,2.0,11.0,1,1,2,39,64,14,4.2
Masoor Dal,24,39,1.5,1.0,3.0,1,1,72,64,7,113,0.6
Greek Yogurt,11,59,3.6,10.0,97.12,1,1,36,141,7,118,0.0
Mutton Biryani,50,400,50.0,10.0,18.0,1,0,780,530,25,100,8.0
Apple,39,41,10.0,0.9,0.2,1,1,69,320,12,33,2.8
Lentils,32,116,20.0,9.0,0.4,1,1,2,369,36,18,7.9
Berries (mixed),40,43,9.6,0.9,0.1,1,1,0,181,10,10,2.8
Chia Seeds,0,884,0.0,15.2,89.07,1,1,2,0,0,0,0.0
Avocado,10,160,0.7,3.0,14.7,1,1,7,485,9,60,0.0
Brown Rice,68,50,13.1,0.6,0.2,1,1,1,112,12,11,1.0
Tomato,37,73,15.4,2.6,0.2,1,1,479,520,25,42,5.6
Cottage Cheese,10,98,3.4,11.1,4.3,1,1,364,104,7,83,0.0
Pineapple,59,50,13.0,0.5,0.1,1,1,1,109,12,13,1.4
Quinoa Pasta,71,150,25.0,4.0,11.0,1,0,70,29,5,15,1.0
Kidney Beans,24,332,60.1,24.0,0.8,1,1,2,970,70,56,10.7
Mansaf,40,562,28.9,8.0,29.8,1,1,12,441,392,255,0.0
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Aloo Gobi,34,43,5.8,3.3,0.4,1,1,682,233,60,7,0.9
Vada Pav,83,450,50.0,25.0,15.0,1,1,721,470,30,60,2.0
Bell Peppers,15,31,7.0,1.8,0.2,1,1,5,358,36,14,1.1
Arayes,15,31,7.0,1.8,0.1,1,1,1,358,43,16,1.1
Orange,40,61,15.0,1.2,0.2,1,1,0,237,14,42,3.1
Foul Sandwich,0,120,0.0,26.64,13.5,1,1,0,0,0,0,0.0
Hummus,9,250,45.0,15.0,1.8,1,1,381,300,119,80,5.0
Veggie Burger,55,230,49.9,9.4,1.8,1,1,381,729,29,87,9.0
Stir-Fried Tofu,65,130,20.0,4.2,5.0,1,1,1,90,14,15,1.0
Cabbage,10,25,6.0,1.0,0.2,1,1,8,170,12,40,2.0
Zucchini,15,17,3.1,1.2,0.3,1,1,8,295,18,16,1.0
Gobi Manchurian,55,220,49.9,10.0,1.8,1,1,381,729,29,80,9.0
Papdi Chaat,37,57,15.0,2.6,0.6,1,1,122,110,9,30,3.1
Pear,65,180,20.0,3.0,10.0,1,1,439,220,15,35,3.0
Cabbage,15,25,6.0,1.3,0.1,1,1,8,170,10,10,2.5
Mansaf,40,180,30.0,5.0,8.0,1,1,419,300,35,150,4.0
Brown Rice,50,216,45.8,4.5,1.8,1,1,7,86,43,20,3.5
Miso Soup,35,180,30.0,6.0,5.0,1,1,229,150,15,181,1.0
Fish Fry,24,180,30.0,10.0,4.0,1,1,460,702,25,49,6.0
Kachori,85,200,20.0,3.0,10.0,1,0,30,29,15,20,1.0
Gobi Manchurian,65,297,40.0,8.0,16.0,1,0,363,160,25,119,4.0
Bell Peppers,15,31,6.3,0.9,0.3,1,1,1,175,9,16,2.0
Cauliflower,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Kachori,30,260,15.0,10.0,16.0,1,1,480,250,22,100,2.0
Chicken Soup,0,135,12.0,4.7,7.0,1,1,449,207,22,80,6.5
Chole Bhature,50,400,55.0,16.9,10.0,1,1,460,429,40,59,5.0
Grilled Chicken,0,165,0.0,22.2,3.6,1,1,74,380,25,13,0.0
Kheer,65,180,30.0,5.0,6.0,1,1,199,150,15,150,2.0
Lentils,32,352,63.4,24.8,1.0,1,1,2,954,227,45,10.7
Malai Kofta,24,126,20.0,11.0,5.0,1,1,3,729,28,28,11.8
Chicken Tikka,0,140,0.7,29.0,1.0,1,1,593,334,39,23,1.7
Kheer,65,220,35.2,3.0,10.0,1,1,14,43,20,180,0.0
Pakora,37,116,21.7,7.9,1.9,1,1,545,450,30,60,7.8
Oats,55,389,66.0,10.0,6.9,1,1,2,154,144,30,3.5
Cucumber,15,16,3.6,0.7,0.2,1,1,2,76,7,14,0.5
Bell Peppers,15,18,3.4,0.7,0.2,1,1,5,237,11,10,1.2
Spinach,28,364,63.4,12.5,5.0,1,1,23,311,177,33,27.9
Celery,15,6,1.2,0.3,0.1,1,1,35,104,8,40,1.6
Butter Chicken,0,359,12.0,24.0,43.0,1,1,790,400,35,49,1.0
Green Tea,0,0,1.0,16.98,90.88,1,1,1,29,2,2,0.5
Bell Peppers,15,31,6.6,1.3,0.2,1,1,2,175,10,10,2.5
Turkey Chili,37,18,3.9,0.9,0.2,1,1,69,110,9,113,1.6
Cauliflower,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Pineapple,66,50,13.0,0.5,0.1,1,1,1,109,12,13,1.4
Chicken Biryani,50,400,45.0,28.0,15.0,1,1,721,320,30,40,2.0
Almond Butter,24,60,15.0,2.0,0.6,1,1,94,180,10,30,3.0
Chicken Biryani,50,400,45.0,28.0,16.0,1,1,820,420,35,60,2.0
Whole Wheat Pasta,37,124,25.7,4.5,0.8,1,1,1,118,37,14,4.2
Dosa,50,180,10.0,6.0,14.7,1,1,374,204,20,150,3.0
Veg Cutlet,65,180,23.0,2.0,17.0,1,0,30,20,15,20,1.0
Eggs,40,497,6.6,7.0,42.2,1,1,12,263,40,45,1.0
Kale,15,49,9.0,4.3,0.9,1,1,38,330,79,99,2.0
Salmon,0,165,0.0,22.0,3.6,1,1,47,318,29,11,0.0
Mansaf,40,562,45.0,25.0,29.8,1,1,800,550,392,255,0.0
Almonds,0,165,0.0,14.29,3.6,1,1,73,354,32,11,0.0
Vegetable Biryani,50,350,50.0,10.0,6.0,1,1,721,498,35,100,4.0
Eggplant,15,25,6.0,1.3,0.1,1,1,8,229,14,9,2.1
Foul Sandwich,0,280,5.0,29.0,18.0,1,1,620,400,30,35,1.0
Quinoa Salad,53,118,21.1,4.2,2.5,1,1,8,152,64,19,2.6
Apple,95,297,46.0,8.0,9.0,1,1,380,240,25,190,2.0
Eggplant,15,25,6.0,1.0,0.2,1,1,2,229,14,9,3.0
Zucchini Noodles,15,17,3.1,1.2,0.2,1,1,2,261,12,16,0.5
Vegetable Curry,35,43,3.9,0.9,0.4,1,1,185,320,35,182,1.6
Caprese Salad,49,280,30.0,5.0,12.0,1,1,380,140,25,92,4.0
Quorn,0,220,0.0,30.0,13.4,1,1,57,299,35,12,0.0
Mujadara,55,180,10.0,21.4,6.7,1,1,580,400,36,28,1.0
Cabbage,15,25,6.0,1.0,73.37,1,1,2,229,14,9,3.0
Medu Vada,70,40,10.0,0.7,0.4,1,1,1,112,9,40,2.8
Butter Naan,49,43,10.0,0.9,0.2,1,1,69,320,12,33,2.8
Chicken Curry,0,206,10.0,12.0,16.0,1,1,349,433,70,270,3.0
Fish Fry,24,354,15.0,15.2,43.0,1,1,0,150,157,28,2.0
Eggs,85,265,32.0,7.0,12.0,1,0,580,220,20,25,3.0
Broccoli,10,55,11.2,3.7,0.6,1,1,33,316,21,47,3.3
Hummus,9,250,45.0,15.0,1.8,1,1,381,300,119,80,8.0
Chicken Salad,0,196,1.1,30.0,8.2,1,1,229,340,25,56,1.0
Chicken Biryani,50,380,45.0,18.0,12.0,1,1,800,220,40,40,2.0
Shahi Paneer,89,180,20.0,4.0,10.0,1,0,460,230,20,60,2.0
Blueberries,46,69,18.0,0.7,0.2,1,1,2,191,7,11,0.9
Samboosa,15,140,5.3,13.7,4.5,1,1,8,206,10,2,2.0
Matar Paneer,35,206,30.0,6.0,5.0,1,1,380,524,30,152,2.1
Mutton Curry,15,180,30.0,1.8,4.0,1,1,439,200,22,30,8.0
Dosa,64,250,25.0,8.0,16.0,1,0,580,540,28,100,2.0
Paneer,75,441,50.0,20.0,18.55,1,0,719,470,25,119,8.0
Turkey Breast,0,189,0.0,27.0,12.0,1,1,53,391,29,13,0.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,376,21,10,0.0
Zucchini,0,165,0.0,2.12,3.6,1,1,73,354,32,11,0.0
Cucumber,15,16,3.6,0.7,0.2,1,1,2,76,7,16,0.5
Uttapam,0,140,12.0,5.0,8.8,1,1,279,160,28,80,6.5
Avocado,15,160,9.0,2.0,15.0,1,1,7,485,29,12,7.0
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,9,6,2.4
Pork Tenderloin,0,143,0.0,22.4,7.0,1,1,0,0,0,0,0.0
Lamb,0,106,0.0,27.95,1.0,Yes,1,35,290,22,9,0.0
Chicken Curry,0,165,0.0,7.24,3.6,1,1,74,248,40,150,0.0
Blueberries,53,69,18.0,0.7,0.2,1,1,2,191,7,13,0.9
Flaxseeds,50,564,28.9,4.5,42.2,1,0,229,441,392,255,0.0
Pani Puri,89,79,15.0,2.0,3.0,1,0,220,160,12,20,2.0
Rava Idli,15,86,11.0,10.1,0.6,1,1,520,877,35,36,5.4
Cabbage,15,25,6.0,1.0,0.1,1,1,8,229,14,9,3.0
Greek Salad,45,116,20.4,8.43,0.6,1,1,8,237,10,25,3.1
Brussels Sprouts,15,25,6.0,1.0,0.3,1,1,8,229,11,10,2.5
Tomato,15,31,7.0,1.8,0.2,1,1,5,209,25,36,3.4
Asparagus,39,52,14.0,0.3,0.2,1,1,0,107,5,6,2.4
Malai Kofta,24,320,55.0,8.0,14.0,1,1,590,300,32,100,5.0
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,12,117,0.0
Tandoori Chicken,0,220,3.0,25.0,10.0,1,1,480,340,59,20,1.0
Quinoa,53,368,65.7,14.38,2.9,1,1,5,311,144,54,7.0
Eggs,0,78,0.6,20.0,5.3,1,1,61,250,10,12,0.0
Kofta,0,250,10.0,15.0,18.0,1,1,318,150,20,390,4.0
Kibbeh,68,180,20.0,3.0,53.28,1,0,30,29,15,15,1.0
Quorn,0,258,0.0,25.0,17.0,1,1,57,0,23,14,0.0
Lentils,32,230,39.9,17.9,0.8,1,1,2,970,40,13,27.0
Almond Milk,24,39,1.5,1.0,3.0,1,1,185,64,7,182,0.6
Samboosa,83,220,21.0,8.0,14.0,1,0,580,368,28,25,3.0
Masoor Dal,24,39,1.5,1.0,3.0,1,1,185,170,9,182,0.6
Chana Masala,42,331,60.0,8.0,7.0,1,1,246,174,15,64,3.5
Celery,15,6,1.2,0.3,0.1,1,1,35,104,6,40,1.6
Gobi Manchurian,65,260,45.0,5.0,8.0,1,1,560,260,25,54,4.0
Quinoa Pasta,40,61,15.0,1.2,0.2,1,1,0,181,10,52,3.1
Celery,15,6,1.2,0.3,0.1,1,1,5,141,8,40,0.5
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,38,141,7,80,0.0
Watermelon,71,30,7.6,0.6,0.2,1,1,1,112,10,8,0.4
Arayes,15,130,2.4,7.9,8.6,1,1,88,141,40,28,1.3
Quinoa,53,368,65.7,14.38,6.0,1,1,7,563,36,54,5.9
Aloo Tikki,85,39,8.0,0.9,0.2,1,0,69,39,6,20,1.0
Chicken 65,0,52,0.0,11.0,7.84,1,1,94,104,10,117,0.0
Zucchini,15,17,3.1,1.2,0.3,1,1,8,295,18,16,1.0
Kibbeh,68,380,40.0,15.0,22.0,1,0,650,350,25,119,8.0
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,104,7,83,0.0
Spinach,10,269,45.0,15.0,6.0,1,1,23,875,79,80,12.2
Bhindi Masala,20,280,12.0,7.69,20.0,1,1,380,300,28,45,6.5
Stir-Fried Tofu,65,220,21.0,8.0,12.0,1,1,550,450,30,80,5.0
Chicken Salad,0,359,10.0,28.0,43.0,1,1,0,0,35,12,0.0
Brown Bread,89,180,25.0,4.0,8.0,1,0,418,172,20,30,3.0
Chicken Soup,0,85,0.0,20.0,0.9,1,1,61,380,32,12,0.0
Fish Curry,0,280,10.0,12.0,22.0,1,1,550,450,29,400,3.0
Bhindi Masala,15,18,3.9,0.9,0.2,1,1,5,237,11,6,1.2
Masoor Dal,30,180,20.0,10.0,16.0,1,1,569,450,28,80,4.0
Lamb Shawarma,20,250,20.0,15.0,14.0,1,1,480,350,30,390,4.0
Spinach,15,23,3.6,2.9,0.4,1,1,79,167,79,99,2.0
Rajasthani Dal,45,441,6.6,3.3,22.0,1,1,20,355,15,20,6.5
Strawberries,40,29,7.0,0.7,0.3,Yes,1,1,153,12,16,2.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,54,376,21,12,0.0
Rice,55,180,10.0,6.0,12.0,1,1,560,400,36,80,3.0
Za'atar Manakish,65,280,45.0,5.0,8.0,1,1,520,320,25,60,4.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,380,21,10,0.0
Turkey Breast,0,189,0.0,27.0,8.2,1,1,64,339,29,13,0.0
Spinach,15,23,3.6,2.9,0.4,1,1,79,558,79,99,2.2
Eggplant Parmesan,50,96,23.0,2.0,0.2,1,1,1,358,23,10,4.1
Spinach,15,23,3.6,2.9,0.4,1,1,79,558,24,2,2.2
Orange,42,43,10.6,0.7,0.4,1,1,1,77,6,40,2.6
Chicken Biryani,50,400,45.0,28.0,16.0,1,1,820,380,35,100,2.0
Shrimp Stir-Fry,83,180,23.0,4.0,8.0,1,0,470,230,15,20,1.5
Spinach Salad,0,140,3.6,18.0,8.8,1,1,593,380,40,20,8.3
Zucchini,15,17,3.1,1.2,0.2,1,1,8,247,14,16,1.0
Orange,65,150,30.0,4.0,7.0,1,1,10,90,5,15,2.0
Peanuts,14,567,16.1,25.8,49.2,1,1,18,705,168,92,8.5
Chia Seed Oil,0,120,0.7,23.31,13.5,1,1,593,380,35,23,0.0
Zucchini,15,17,3.1,1.2,0.2,1,1,8,295,18,16,1.0
Mujadara,55,380,45.0,15.0,22.0,1,1,820,380,35,119,4.0
Chicken Tikka Masala,0,862,0.0,18.45,49.86,1,1,0,0,0,0,0.0
Lentils,32,116,20.0,9.0,0.4,1,1,2,369,36,18,7.9
Harira Soup,0,170,0.0,7.25,8.0,1,1,57,150,40,40,0.0
Fish Curry,0,141,12.3,5.0,7.0,1,1,16,160,79,99,6.5
Paneer Tikka,20,350,55.0,15.0,4.0,1,1,8,150,42,49,2.0
Paneer Tikka,20,260,15.0,12.0,16.0,1,1,620,450,28,400,3.0
Dal,35,43,5.8,0.9,0.2,1,1,1,77,7,40,0.4
Strawberries,40,29,7.0,0.7,0.3,1,1,1,153,12,16,2.0
Turkey Breast,0,98,0.0,22.0,1.0,1,1,47,290,22,10,0.0
Watermelon,75,30,8.0,0.6,0.2,1,1,1,112,10,8,0.6
Celery,15,6,1.2,0.3,0.1,1,1,35,194,8,40,0.6
Vegetable Pulao,60,280,50.0,6.0,6.0,1,1,520,180,25,40,2.0
Tuna,0,116,0.0,26.0,1.0,1,1,35,333,25,9,0.0
Kabsa,50,380,77.5,7.9,10.0,1,1,659,479,60,100,4.2
Chicken 65,85,180,32.0,7.0,2.7,1,1,711,478,36,40,2.0
Kheer,65,220,20.0,6.0,12.0,1,1,400,230,14,150,1.0
Lettuce,0,616,19.2,21.2,87.4,1,1,820,550,59,268,3.0
Lamb Kabsa,50,320,15.0,3.3,20.0,1,0,400,240,30,14,2.0
Oranges,40,43,9.6,0.9,0.1,1,1,0,181,10,16,2.8
Eggplant Parmesan,50,380,50.0,8.0,10.0,1,1,780,498,35,35,4.0
Pav,15,124,10.9,10.1,4.5,1,1,449,310,30,40,2.6
Mushrooms,10,22,3.3,3.1,0.3,1,1,5,318,9,3,1.0
Kale,0,165,8.5,18.45,3.6,1,1,73,436,59,11,3.3
Chicken 65,85,200,21.0,5.0,12.0,1,0,470,230,20,20,2.0
Shahi Tukda,65,300,45.0,8.0,10.0,1,0,480,150,25,54,4.0
Kheer,65,220,30.0,4.0,10.0,1,1,95,150,20,20,2.0
Bhindi Masala,20,220,15.0,10.0,14.0,1,1,569,320,28,390,3.0
Chicken Biryani,50,400,45.0,28.0,15.0,1,1,820,320,30,40,2.0
Garlic,30,149,33.1,6.4,10.0,1,1,16,240,10,181,2.1
Chole Bhature,50,400,50.0,20.0,18.0,1,1,820,479,35,92,3.0
Lamb Kabsa,0,320,10.0,25.0,18.0,1,1,620,420,35,20,0.0
Apple,39,41,10.0,0.9,0.2,1,1,1,77,6,40,2.3
Kale,0,165,8.5,2.0,3.6,1,1,63,393,28,35,2.6
Kachori,30,260,15.0,12.0,18.0,1,1,318,729,32,100,11.8
Chicken Biryani,50,400,45.0,28.0,15.0,1,1,721,320,30,40,2.0
Gobi Manchurian,55,220,40.0,4.0,6.0,1,1,95,180,47,14,3.5
Kheer,85,200,20.0,4.0,11.4,1,0,229,100,15,30,2.0
Mushroom Soup,49,180,35.0,1.0,53.28,1,1,439,180,5,20,2.0
Chicken Salad,0,196,10.0,25.0,7.0,1,1,580,400,40,28,0.0
Vegetable Pulao,65,320,45.0,7.0,9.0,1,1,590,220,33,60,4.0
Strawberries,40,29,7.0,0.7,0.3,1,1,1,153,12,16,2.0
Kunafa,32,53,3.2,2.0,3.0,1,1,1,141,27,36,0.6
Eggs,0,78,0.6,20.0,5.3,1,1,61,340,22,12,0.0
Mushrooms,10,22,3.3,3.1,0.3,1,1,5,318,9,3,2.2
Vegetable Pulao,65,320,52.0,7.0,9.0,1,1,590,142,33,60,6.5
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,9,6,2.4
Oranges,40,61,15.4,1.2,0.2,1,1,0,237,10,52,3.1
Barley,0,165,0.0,24.0,3.6,1,1,74,334,25,15,0.0
Watermelon,75,30,8.0,0.6,0.2,1,1,1,112,11,11,1.0
Pork Tenderloin,0,143,0.0,30.0,3.0,1,1,50,437,35,9,0.0
Flaxseeds,0,258,0.0,25.0,17.0,1,1,57,299,23,14,0.0
Rajasthani Dal,24,180,25.0,10.0,8.0,1,1,360,250,20,390,4.0
Chicken Curry,0,250,8.0,26.0,13.0,1,1,611,380,37,32,3.0
Broccoli,15,55,11.2,4.2,0.6,1,1,33,316,21,47,2.6
Vegetable Biryani,25,320,25.0,8.0,12.0,1,1,460,300,32,14,4.0
Pakora,45,441,6.6,7.0,22.0,1,1,380,110,25,92,0.4
Butter Chicken,0,196,10.0,25.0,7.0,1,1,580,380,39,80,1.0
Butter Naan,10,25,3.3,3.1,0.3,1,1,79,558,43,30,2.2
Labneh,4,280,45.0,10.0,6.0,1,1,167,280,40,390,0.0
Pears,55,184,23.6,6.0,2.7,1,1,380,180,20,19,2.0
Kabsa,20,280,15.0,12.0,18.0,1,1,550,450,30,308,3.0
Vegetable Biryani,46,331,60.0,6.9,7.4,1,1,246,150,15,45,3.5
Tomatoes,15,18,3.4,0.7,0.2,1,1,5,237,11,10,1.2
Watermelon,71,30,7.6,0.6,0.2,1,1,1,112,10,8,0.4
Oats,55,389,66.0,12.0,6.9,1,1,2,729,227,54,27.6
Chapati,20,31,1.5,1.3,0.3,1,1,8,64,7,16,1.2
Lamb,0,258,10.0,15.0,18.0,1,1,620,560,34,669,3.0
Flaxseeds,0,119,4.5,14.0,2.0,1,1,8,433,59,9,2.8
Broccoli,15,55,11.0,4.4,0.6,1,1,33,316,21,47,3.3
Kheer,65,220,30.0,4.0,10.0,1,1,95,90,10,180,1.0
Zucchini,0,616,21.7,21.2,87.4,1,1,1,882,268,268,15.7
Zucchini,0,206,10.0,12.0,11.0,1,1,73,433,59,11,3.6
Bhindi Masala,20,120,10.9,2.0,9.0,1,1,179,420,35,35,3.0
Quinoa Pasta,53,121,25.0,4.2,2.2,1,1,3,119,38,15,3.4
Almonds,0,49,9.0,4.3,0.9,1,1,38,330,31,150,2.0
Greek Salad,45,116,20.4,8.43,0.6,1,1,8,181,51,25,4.1
Mutton Rogan Josh,0,280,2.2,24.0,18.0,1,1,480,420,33,20,1.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,393,22,7,0.0
Avocado Oil,10,150,20.0,2.0,88.25,1,1,370,250,20,35,3.3
Dosa,64,133,35.0,2.0,0.8,1,1,449,230,25,30,3.0
Cucumber,15,16,3.6,0.6,0.1,1,1,2,76,9,18,0.5
Masoor Dal,30,89,5.0,16.04,2.0,1,1,10,300,36,33,2.0
Quorn,0,884,0.0,15.2,89.07,1,1,16,0,1,1,0.0
Muhallabia,35,180,30.0,10.0,2.0,1,1,419,540,24,60,6.0
Asparagus,39,52,12.0,0.3,0.2,1,1,0,107,12,6,2.4
Green Tea,0,0,1.0,16.98,90.88,1,1,1,7,1,0,0.5
Cucumber,15,16,3.6,0.7,0.2,1,1,2,76,7,16,0.5
Turkey Breast,0,161,8.5,2.0,14.7,1,1,54,485,29,12,6.7
Shakshuka,50,250,40.0,4.0,12.0,1,1,370,204,20,180,0.0
Vegetable Biryani,50,350,50.0,8.0,14.0,1,1,721,749,44,100,10.2
Avocado,10,160,0.7,2.0,14.7,1,1,7,485,9,23,0.0
Onions,10,40,9.0,1.1,0.1,1,1,4,146,10,23,1.7
Chicken Tikka,20,350,66.1,24.8,1.0,1,1,8,731,36,56,10.7
Mansaf,40,230,20.0,6.0,16.0,1,1,374,460,30,152,5.0
Banana,40,43,5.8,0.9,0.4,1,1,69,110,9,27,0.4
Mujadara,24,180,30.0,10.0,4.0,1,1,480,729,24,60,8.0
Zucchini Noodles,15,17,3.1,1.2,0.2,1,1,2,261,18,16,1.0
Olive Oil,0,501,28.9,18.3,86.6,1,1,30,879,392,255,11.8
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,9,6,2.4
Mujadara,45,180,35.0,1.0,53.28,1,1,439,200,47,20,2.0
Lamb Kabsa,50,479,60.0,17.0,49.26,1,1,540,429,59,119,10.6
Almonds,0,206,0.0,14.29,13.0,1,1,73,354,29,11,0.0
Chicken Kebab,24,180,20.0,2.0,10.0,1,1,360,220,22,30,3.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,393,22,7,0.0
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Lamb Kabsa,0,479,44.4,16.5,49.26,1,1,0,150,335,423,
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Kale,0,250,0.0,14.29,17.0,1,1,63,0,0,117,0.0
Spinach,10,269,45.0,15.0,4.2,1,1,23,875,79,80,12.2
Mushrooms,70,238,35.0,6.0,6.4,1,1,229,154,43,64,6.5
Aloo Gobi,34,36,5.8,1.0,3.0,1,1,600,192,33,15,0.9
Brussels Sprouts,40,25,5.8,0.9,0.1,1,1,0,77,7,16,0.6
Orange,40,61,16.0,1.2,0.2,1,1,0,181,14,52,3.1
Brown Bread,89,260,35.0,6.0,12.0,1,0,560,250,25,30,4.0
Rasgulla,93,186,23.6,4.0,8.0,1,0,418,170,15,60,1.5
Coconut Milk,40,562,28.9,5.0,29.8,1,1,199,441,392,255,0.0
Chicken Curry,0,165,10.0,2.0,3.6,1,1,246,334,28,35,0.5
